ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
2054,2022,30300,"Lewiston, ID-WA",35-2011,"Cooks, Fast Food",258.0,11.91,10.25,11.61,13.69,24780.0
2055,2022,30300,"Lewiston, ID-WA",35-2012,"Cooks, Institution and Cafeteria",117.0,14.57,12.71,14.68,16.63,30310.0
2056,2022,30300,"Lewiston, ID-WA",35-2014,"Cooks, Restaurant",200.0,14.48,13.63,14.1,16.64,30120.0
2057,2022,30300,"Lewiston, ID-WA",35-2021,Food Preparation Workers,154.0,13.48,10.72,13.11,14.77,28050.0
2058,2022,30300,"Lewiston, ID-WA",35-3011,Bartenders,108.0,12.1,8.57,10.05,13.69,25170.0
2059,2022,30300,"Lewiston, ID-WA",35-3023,Fast Food and Counter Workers,816.0,12.3,10.41,11.86,13.69,25570.0
2060,2022,30300,"Lewiston, ID-WA",35-3031,Waiters and Waitresses,293.0,12.8,9.13,10.77,13.69,26630.0
2061,2022,30300,"Lewiston, ID-WA",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,40.0,12.49,10.68,12.29,13.69,25970.0
2062,2022,30300,"Lewiston, ID-WA",35-9021,Dishwashers,82.0,12.5,10.63,12.58,13.69,26010.0
2063,2022,30300,"Lewiston, ID-WA",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",74.0,12.14,10.72,12.74,13.69,25260.0
2064,2022,30300,"Lewiston, ID-WA",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,20.0,20.61,15.86,18.4,24.54,42860.0
2065,2022,30300,"Lewiston, ID-WA",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",22.0,24.22,17.91,22.24,30.93,50370.0
2066,2022,30300,"Lewiston, ID-WA",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",366.0,14.9,13.48,14.68,16.45,30990.0
2067,2022,30300,"Lewiston, ID-WA",37-2012,Maids and Housekeeping Cleaners,181.0,13.25,11.56,13.69,14.09,27550.0
2068,2022,30300,"Lewiston, ID-WA",37-3011,Landscaping and Groundskeeping Workers,184.0,16.33,13.69,14.53,18.45,33970.0
2069,2022,30300,"Lewiston, ID-WA",39-1022,First-Line Supervisors of Personal Service Workers,12.0,21.16,17.48,23.13,23.45,44010.0
2070,2022,30300,"Lewiston, ID-WA",39-2021,Animal Caretakers,55.0,12.46,8.56,11.13,13.69,25920.0
2071,2022,30300,"Lewiston, ID-WA",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",79.0,15.57,11.15,13.64,17.93,32380.0
2072,2022,30300,"Lewiston, ID-WA",39-9011,Childcare Workers,83.0,12.41,10.46,13.32,13.71,25810.0
2073,2022,30300,"Lewiston, ID-WA",39-9031,Exercise Trainers and Group Fitness Instructors,51.0,20.23,15.07,22.85,23.85,42080.0
2074,2022,30300,"Lewiston, ID-WA",39-9032,Recreation Workers,53.0,14.89,12.01,14.11,15.06,30960.0
2075,2022,30300,"Lewiston, ID-WA",41-1011,First-Line Supervisors of Retail Sales Workers,220.0,21.5,17.67,18.16,23.35,44720.0
2076,2022,30300,"Lewiston, ID-WA",41-1012,First-Line Supervisors of Non-Retail Sales Workers,19.0,36.36,28.97,31.68,47.13,75620.0
2077,2022,30300,"Lewiston, ID-WA",41-2011,Cashiers,602.0,13.56,11.37,13.69,14.34,28210.0
2078,2022,30300,"Lewiston, ID-WA",41-2021,Counter and Rental Clerks,62.0,17.4,13.86,14.51,18.18,36180.0
2079,2022,30300,"Lewiston, ID-WA",41-2022,Parts Salespersons,64.0,18.39,13.74,17.39,22.9,38260.0
2080,2022,30300,"Lewiston, ID-WA",41-2031,Retail Salespersons,737.0,16.98,13.63,14.12,17.58,35320.0
2081,2022,30300,"Lewiston, ID-WA",41-3011,Advertising Sales Agents,19.0,26.96,14.34,17.15,29.36,56080.0
2082,2022,30300,"Lewiston, ID-WA",41-3021,Insurance Sales Agents,69.0,27.5,18.35,23.06,29.73,57200.0
2083,2022,30300,"Lewiston, ID-WA",41-3031,"Securities, Commodities, and Financial Services Sales Agents",40.0,27.55,18.23,22.3,29.11,57300.0
2084,2022,30300,"Lewiston, ID-WA",41-3091,"Sales Reps. of Svcs., Exc. Advertising, Insurance, Financial Svcs., & Travel",68.0,30.78,19.37,27.13,38.31,64020.0
2085,2022,30300,"Lewiston, ID-WA",41-4012,"Sales Reps/Wholesale/Mfg, Except Tech/Science Products",175.0,31.39,18.58,28.9,38.65,65280.0
2086,2022,30300,"Lewiston, ID-WA",43-1011,First-Line Supervisors of Office and Administrative Support Workers,317.0,28.39,19.36,27.86,30.49,59060.0
2087,2022,30300,"Lewiston, ID-WA",43-3011,Bill and Account Collectors,17.0,22.43,14.71,18.19,22.99,46650.0
2088,2022,30300,"Lewiston, ID-WA",43-3021,Billing and Posting Clerks,120.0,19.94,17.53,18.24,22.84,41470.0
2089,2022,30300,"Lewiston, ID-WA",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",344.0,19.7,16.18,18.6,23.14,40970.0
2090,2022,30300,"Lewiston, ID-WA",43-3051,Payroll and Timekeeping Clerks,20.0,22.19,18.29,23.48,24.86,46160.0
2091,2022,30300,"Lewiston, ID-WA",43-3071,Tellers,103.0,17.53,14.79,18.05,18.28,36460.0
2092,2022,30300,"Lewiston, ID-WA",43-4031,"Court, Municipal, and License Clerks",32.0,20.54,14.91,18.76,22.99,42720.0
2093,2022,30300,"Lewiston, ID-WA",43-4051,Customer Service Representatives,586.0,19.5,14.24,18.05,23.0,40560.0
2094,2022,30300,"Lewiston, ID-WA",43-4061,"Eligibility Interviewers, Government Programs",33.0,24.32,17.72,22.7,28.96,50590.0
2095,2022,30300,"Lewiston, ID-WA",43-4081,"Hotel, Motel, and Resort Desk Clerks",72.0,12.64,11.17,13.69,14.0,26280.0
2096,2022,30300,"Lewiston, ID-WA",43-4121,"Library Assistants, Clerical",23.0,15.01,14.15,14.32,17.92,31220.0
2097,2022,30300,"Lewiston, ID-WA",43-4131,Loan Interviewers and Clerks,35.0,20.83,17.67,21.94,23.0,43330.0
2098,2022,30300,"Lewiston, ID-WA",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",16.0,23.0,21.75,23.23,23.42,47830.0
2099,2022,30300,"Lewiston, ID-WA",43-4171,Receptionists and Information Clerks,254.0,15.97,13.81,14.79,17.98,33220.0
2100,2022,30300,"Lewiston, ID-WA",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",35.0,22.98,19.07,23.06,24.39,47800.0
2101,2022,30300,"Lewiston, ID-WA",43-5051,Postal Service Clerks,16.0,24.88,18.69,23.9,30.87,51760.0
2102,2022,30300,"Lewiston, ID-WA",43-5052,Postal Service Mail Carriers,61.0,26.17,19.06,27.32,32.32,54420.0
2103,2022,30300,"Lewiston, ID-WA",43-5061,"Production, Planning, and Expediting Clerks",46.0,28.7,22.59,25.08,36.75,59700.0
2104,2022,30300,"Lewiston, ID-WA",43-5071,"Shipping, Receiving, and Inventory Clerks",171.0,19.42,14.57,18.38,22.44,40390.0
2105,2022,30300,"Lewiston, ID-WA",43-6011,Executive Secretaries and Executive Administrative Assistants,36.0,28.5,24.99,29.28,30.21,59280.0
2106,2022,30300,"Lewiston, ID-WA",43-6013,Medical Secretaries and Administrative Assistants,96.0,17.59,13.98,15.3,18.6,36590.0
2107,2022,30300,"Lewiston, ID-WA",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",385.0,18.11,14.49,18.05,19.4,37680.0
2108,2022,30300,"Lewiston, ID-WA",43-9021,Data Entry Keyers,16.0,17.73,13.98,17.72,18.21,36870.0
2109,2022,30300,"Lewiston, ID-WA",43-9061,"Office Clerks, General",510.0,18.02,14.23,17.57,21.44,37490.0
2110,2022,30300,"Lewiston, ID-WA",43-9199,"Office and Administrative Support Workers, All Other",13.0,19.34,13.69,18.1,24.36,40230.0
2111,2022,30300,"Lewiston, ID-WA",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",13.0,15.84,14.38,14.78,18.14,32940.0
2112,2022,30300,"Lewiston, ID-WA",45-4022,Logging Equipment Operators,23.0,30.71,24.4,29.08,36.47,63880.0
2113,2022,30300,"Lewiston, ID-WA",45-4023,Log Graders and Scalers,20.0,24.95,22.04,24.59,24.59,51900.0
2114,2022,30300,"Lewiston, ID-WA",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,135.0,38.46,24.72,30.78,43.27,79990.0
2115,2022,30300,"Lewiston, ID-WA",47-2031,Carpenters,162.0,21.5,15.45,19.04,24.02,44720.0
2116,2022,30300,"Lewiston, ID-WA",47-2051,Cement Masons and Concrete Finishers,65.0,23.17,18.61,23.24,25.88,48190.0
2117,2022,30300,"Lewiston, ID-WA",47-2061,Construction Laborers,191.0,20.41,15.55,18.28,23.23,42460.0
2118,2022,30300,"Lewiston, ID-WA",47-2073,Operating Engineers and Other Construction Equipment Operators,167.0,25.53,22.28,23.62,29.15,53100.0
2119,2022,30300,"Lewiston, ID-WA",47-2081,Drywall and Ceiling Tile Installers,19.0,21.62,17.55,22.02,24.35,44960.0
2120,2022,30300,"Lewiston, ID-WA",47-2111,Electricians,256.0,37.07,25.09,36.83,47.94,77110.0
2121,2022,30300,"Lewiston, ID-WA",47-2121,Glaziers,22.0,18.9,14.41,18.3,23.01,39300.0
2122,2022,30300,"Lewiston, ID-WA",47-2141,"Painters, Construction and Maintenance",37.0,18.34,14.22,18.22,22.42,38140.0
2123,2022,30300,"Lewiston, ID-WA",47-2151,Pipelayers,16.0,27.1,23.14,28.14,29.03,56370.0
2124,2022,30300,"Lewiston, ID-WA",47-2152,"Plumbers, Pipefitters, and Steamfitters",70.0,27.58,20.72,24.57,37.6,57370.0
2125,2022,30300,"Lewiston, ID-WA",47-2181,Roofers,31.0,18.82,14.57,18.11,21.81,39140.0
2126,2022,30300,"Lewiston, ID-WA",47-4011,Construction and Building Inspectors,35.0,30.84,23.93,30.03,36.76,64140.0
2127,2022,30300,"Lewiston, ID-WA",47-4051,Highway Maintenance Workers,34.0,23.03,19.37,22.83,27.33,47910.0
2128,2022,30300,"Lewiston, ID-WA",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",126.0,36.12,25.01,35.83,45.01,75120.0
2129,2022,30300,"Lewiston, ID-WA",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",18.0,28.83,22.05,27.47,36.57,59970.0
2130,2022,30300,"Lewiston, ID-WA",49-3011,Aircraft Mechanics and Service Technicians,21.0,27.49,18.39,24.58,36.83,57170.0
2131,2022,30300,"Lewiston, ID-WA",49-3021,Automotive Body and Related Repairers,35.0,22.78,18.31,22.54,24.97,47390.0
2132,2022,30300,"Lewiston, ID-WA",49-3023,Automotive Service Technicians and Mechanics,171.0,22.13,15.24,22.44,28.06,46030.0
2133,2022,30300,"Lewiston, ID-WA",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,109.0,24.77,19.15,23.48,29.07,51530.0
2134,2022,30300,"Lewiston, ID-WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",67.0,26.28,22.85,24.31,28.83,54660.0
2135,2022,30300,"Lewiston, ID-WA",49-3051,Motorboat Mechanics and Service Technicians,11.0,22.28,19.14,22.66,24.25,46340.0
2136,2022,30300,"Lewiston, ID-WA",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,17.0,20.11,14.77,17.6,23.52,41840.0
2137,2022,30300,"Lewiston, ID-WA",49-3093,Tire Repairers and Changers,48.0,16.68,14.64,17.55,18.67,34700.0
2138,2022,30300,"Lewiston, ID-WA",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",110.0,21.82,18.37,22.42,23.87,45390.0
2139,2022,30300,"Lewiston, ID-WA",49-9031,Home Appliance Repairers,11.0,16.88,14.16,17.67,17.67,35100.0
2140,2022,30300,"Lewiston, ID-WA",49-9041,Industrial Machinery Mechanics,69.0,32.27,28.83,29.85,39.3,67120.0
2141,2022,30300,"Lewiston, ID-WA",49-9043,"Maintenance Workers, Machinery",30.0,28.31,24.93,28.85,28.85,58880.0
2142,2022,30300,"Lewiston, ID-WA",49-9044,Millwrights,44.0,33.98,31.97,37.22,37.22,70670.0
2143,2022,30300,"Lewiston, ID-WA",49-9071,"Maintenance and Repair Workers, General",283.0,21.25,17.09,19.67,24.79,44200.0
2144,2022,30300,"Lewiston, ID-WA",49-9096,Riggers,25.0,20.84,18.1,18.1,23.0,43350.0
2145,2022,30300,"Lewiston, ID-WA",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",21.0,14.09,11.47,13.86,17.67,29310.0
2146,2022,30300,"Lewiston, ID-WA",49-9099,"Installation, Maintenance, and Repair Workers, All Other",34.0,30.67,22.78,31.96,40.63,63790.0
2147,2022,30300,"Lewiston, ID-WA",51-1011,First-Line Supervisors of Production and Operating Workers,215.0,36.32,28.9,36.79,40.68,75540.0
2148,2022,30300,"Lewiston, ID-WA",51-2090,Miscellaneous Assemblers and Fabricators,646.0,17.1,14.35,18.05,18.05,35560.0
2149,2022,30300,"Lewiston, ID-WA",51-3011,Bakers,29.0,17.34,13.95,14.94,18.51,36060.0
2150,2022,30300,"Lewiston, ID-WA",51-3021,Butchers and Meat Cutters,28.0,17.48,14.15,17.92,19.2,36350.0
2151,2022,30300,"Lewiston, ID-WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",11.0,23.15,19.34,22.95,28.83,48140.0
2152,2022,30300,"Lewiston, ID-WA",51-4041,Machinists,253.0,21.7,18.31,18.32,22.95,45140.0
2153,2022,30300,"Lewiston, ID-WA",51-4121,"Welders, Cutters, Solderers, and Brazers",,25.11,23.18,23.26,31.8,52220.0
2154,2022,30300,"Lewiston, ID-WA",51-6031,Sewing Machine Operators,15.0,14.79,13.96,14.28,17.06,30770.0
2155,2022,30300,"Lewiston, ID-WA",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",63.0,22.36,19.43,22.04,24.53,46520.0
2156,2022,30300,"Lewiston, ID-WA",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",33.0,20.44,19.3,19.3,22.04,42520.0
2157,2022,30300,"Lewiston, ID-WA",51-8031,Water and Wastewater Treatment Plant and System Operators,52.0,23.79,23.02,23.02,28.98,49490.0
2158,2022,30300,"Lewiston, ID-WA",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",125.0,25.54,17.04,24.67,31.23,53130.0
2159,2022,30300,"Lewiston, ID-WA",51-9111,Packaging and Filling Machine Operators and Tenders,21.0,22.71,14.32,23.18,28.83,47230.0
2160,2022,30300,"Lewiston, ID-WA",51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",41.0,19.84,11.96,18.67,28.83,41270.0
2161,2022,30300,"Lewiston, ID-WA",51-9161,Computer Numerically Controlled Tool Operators,24.0,23.3,18.2,19.74,31.95,48460.0
2162,2022,30300,"Lewiston, ID-WA",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",11.0,17.71,13.86,17.48,22.04,36850.0
2163,2022,30300,"Lewiston, ID-WA",51-9196,"Paper Goods Machine Setters, Operators, and Tenders",237.0,27.74,22.95,24.52,29.6,57690.0
2164,2022,30300,"Lewiston, ID-WA",51-9198,Helpers--Production Workers,106.0,19.27,15.25,17.75,22.33,40090.0
2165,2022,30300,"Lewiston, ID-WA",53-1047,Transportation/Material Moving Supervisors/No Cargo Handlers,63.0,27.71,18.53,24.01,30.34,57650.0
2166,2022,30300,"Lewiston, ID-WA",53-2012,Commercial Pilots,14.0,,,,,102330.0
2167,2022,30300,"Lewiston, ID-WA",53-3031,Driver/Sales Workers,80.0,16.4,13.63,13.69,18.06,34110.0
2168,2022,30300,"Lewiston, ID-WA",53-3032,Heavy and Tractor-Trailer Truck Drivers,446.0,26.66,19.69,24.14,30.43,55450.0
2169,2022,30300,"Lewiston, ID-WA",53-3033,Light Truck Drivers,213.0,21.71,14.63,19.64,23.79,45160.0
2170,2022,30300,"Lewiston, ID-WA",53-3051,"Bus Drivers, School",45.0,18.64,15.71,18.13,22.9,38760.0
2171,2022,30300,"Lewiston, ID-WA",53-3052,"Bus Drivers, Transit and Intercity",18.0,18.56,15.06,17.94,21.3,38610.0
2172,2022,30300,"Lewiston, ID-WA",53-3053,Shuttle Drivers and Chauffeurs,28.0,14.36,11.47,13.9,17.79,29880.0
2173,2022,30300,"Lewiston, ID-WA",53-6031,Automotive and Watercraft Service Attendants,25.0,15.77,14.48,14.71,14.71,32810.0
2174,2022,30300,"Lewiston, ID-WA",53-7021,Crane and Tower Operators,14.0,33.91,29.47,31.03,38.06,70520.0
2175,2022,30300,"Lewiston, ID-WA",53-7051,Industrial Truck and Tractor Operators,66.0,22.7,18.31,23.08,29.05,47210.0
2176,2022,30300,"Lewiston, ID-WA",53-7061,Cleaners of Vehicles and Equipment,73.0,14.99,11.56,14.35,15.52,31190.0
2177,2022,30300,"Lewiston, ID-WA",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",346.0,17.38,12.88,14.91,18.59,36140.0
2178,2022,30300,"Lewiston, ID-WA",53-7064,"Packers and Packagers, Hand",44.0,16.31,13.69,18.04,18.04,33930.0
2179,2022,30300,"Lewiston, ID-WA",53-7065,Stockers and Order Fillers,302.0,15.63,14.29,14.71,18.04,32520.0
2180,2022,31020,"Longview, WA",11-1011,Chief Executives,21.0,119.9,78.51,,,249400.0
2181,2022,31020,"Longview, WA",11-1021,General and Operations Managers,562.0,60.4,37.75,49.7,76.6,125640.0
2182,2022,31020,"Longview, WA",11-2021,Marketing Managers,29.0,74.71,51.51,70.64,78.44,155400.0
2183,2022,31020,"Longview, WA",11-2022,Sales Managers,57.0,69.46,47.29,61.02,91.78,144480.0
2184,2022,31020,"Longview, WA",11-3013,Facilities Managers,20.0,55.84,47.41,54.36,63.24,116150.0
2185,2022,31020,"Longview, WA",11-3021,Computer and Information Systems Managers,45.0,66.68,47.83,61.52,77.78,138690.0
2186,2022,31020,"Longview, WA",11-3031,Financial Managers,87.0,63.95,46.12,58.05,78.65,133020.0
2187,2022,31020,"Longview, WA",11-3051,Industrial Production Managers,89.0,63.05,48.38,60.95,77.18,131150.0
2188,2022,31020,"Longview, WA",11-3061,Purchasing Managers,19.0,61.75,49.1,57.76,63.32,128440.0
2189,2022,31020,"Longview, WA",11-3071,"Transportation, Storage, and Distribution Managers",30.0,61.59,43.01,60.26,76.24,128120.0
2190,2022,31020,"Longview, WA",11-3121,Human Resources Managers,31.0,63.36,52.2,61.77,77.35,131780.0
2191,2022,31020,"Longview, WA",11-9021,Construction Managers,103.0,52.25,38.07,46.44,61.68,108690.0
2192,2022,31020,"Longview, WA",11-9031,"Education and Childcare Administrators, Preschool and Daycare",16.0,27.45,23.12,25.22,27.87,57090.0
2193,2022,31020,"Longview, WA",11-9032,"Education Administrators, Kindergarten through Secondary",79.0,,,,,124970.0
2194,2022,31020,"Longview, WA",11-9041,Architectural and Engineering Managers,25.0,72.29,60.99,72.02,81.09,150360.0
2195,2022,31020,"Longview, WA",11-9051,Food Service Managers,25.0,37.49,28.04,36.78,46.85,77970.0
2196,2022,31020,"Longview, WA",11-9081,Lodging Managers,12.0,25.56,17.74,22.39,23.26,53160.0
2197,2022,31020,"Longview, WA",11-9111,Medical and Health Services Managers,66.0,57.67,37.67,57.28,60.95,119940.0
2198,2022,31020,"Longview, WA",11-9141,"Property, Real Estate, and Community Association Managers",18.0,47.21,29.94,41.96,53.62,98190.0
2199,2022,31020,"Longview, WA",11-9151,Social and Community Service Managers,26.0,40.58,34.66,38.96,48.88,84410.0
2200,2022,31020,"Longview, WA",11-9199,"Managers, All Other",95.0,58.88,45.82,57.01,72.74,122480.0
2201,2022,31020,"Longview, WA",13-1020,Buyers and Purchasing Agents,118.0,32.54,26.25,29.79,37.74,67680.0
2202,2022,31020,"Longview, WA",13-1041,Compliance Officers,69.0,34.77,29.43,31.98,39.3,72310.0
2203,2022,31020,"Longview, WA",13-1051,Cost Estimators,74.0,35.88,27.36,35.21,46.17,74640.0
2204,2022,31020,"Longview, WA",13-1071,Human Resources Specialists,165.0,32.65,25.25,30.51,38.23,67920.0
2205,2022,31020,"Longview, WA",13-1075,Labor Relations Specialists,29.0,44.74,30.51,46.17,49.41,93050.0
2206,2022,31020,"Longview, WA",13-1081,Logisticians,15.0,35.08,26.12,37.08,39.14,72960.0
2207,2022,31020,"Longview, WA",13-1082,Project Management Specialists,95.0,45.28,30.76,43.79,59.64,94190.0
2208,2022,31020,"Longview, WA",13-1111,Management Analysts,80.0,47.48,34.7,42.61,55.49,98760.0
2209,2022,31020,"Longview, WA",13-1121,"Meeting, Convention, and Event Planners",13.0,23.34,18.73,21.36,27.11,48560.0
2210,2022,31020,"Longview, WA",13-1131,Fundraisers,11.0,32.27,23.11,29.13,36.92,67120.0
2211,2022,31020,"Longview, WA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",10.0,34.49,24.52,31.17,39.52,71740.0
2212,2022,31020,"Longview, WA",13-1151,Training and Development Specialists,42.0,39.51,27.36,34.84,49.53,82170.0
2213,2022,31020,"Longview, WA",13-1161,Market Research Analysts and Marketing Specialists,84.0,33.91,22.91,30.51,43.78,70530.0
2214,2022,31020,"Longview, WA",13-1199,"Business Operations Specialists, All Other",245.0,34.84,26.02,34.5,43.02,72460.0
2215,2022,31020,"Longview, WA",13-2011,Accountants and Auditors,284.0,37.11,29.11,36.52,46.84,77180.0
2216,2022,31020,"Longview, WA",13-2041,Credit Analysts,19.0,34.18,29.21,30.26,38.97,71100.0
2217,2022,31020,"Longview, WA",13-2051,Financial and Investment Analysts,13.0,38.21,26.69,33.52,47.62,79470.0
2218,2022,31020,"Longview, WA",13-2052,Personal Financial Advisors,16.0,60.16,18.24,48.07,,125140.0
2219,2022,31020,"Longview, WA",13-2072,Loan Officers,113.0,34.05,23.34,28.91,38.34,70810.0
2220,2022,31020,"Longview, WA",15-1211,Computer Systems Analysts,37.0,49.64,38.78,46.44,59.41,103240.0
2221,2022,31020,"Longview, WA",15-1231,Computer Network Support Specialists,29.0,38.77,29.68,36.83,41.34,80630.0
2222,2022,31020,"Longview, WA",15-1232,Computer User Support Specialists,101.0,32.07,23.34,29.87,37.23,66700.0
2223,2022,31020,"Longview, WA",15-1241,Computer Network Architects,24.0,49.84,44.28,47.84,59.82,103680.0
2224,2022,31020,"Longview, WA",15-1244,Network and Computer Systems Administrators,45.0,44.17,37.32,42.17,49.18,91880.0
2225,2022,31020,"Longview, WA",15-1252,Software Developers,110.0,58.21,43.9,54.61,63.78,121070.0
2226,2022,31020,"Longview, WA",15-1253,Software Quality Assurance Analysts and Testers,,35.23,26.39,34.24,39.1,73270.0
2227,2022,31020,"Longview, WA",15-1299,"Computer Occupations, All Other",43.0,36.37,23.51,37.03,45.28,75640.0
2228,2022,31020,"Longview, WA",17-2041,Chemical Engineers,13.0,47.71,42.0,47.62,48.71,99230.0
2229,2022,31020,"Longview, WA",17-2051,Civil Engineers,55.0,43.04,36.73,38.86,48.67,89520.0
2230,2022,31020,"Longview, WA",17-2071,Electrical Engineers,46.0,52.11,38.29,48.67,61.92,108380.0
2231,2022,31020,"Longview, WA",17-2081,Environmental Engineers,16.0,50.04,41.09,49.13,61.11,104080.0
2232,2022,31020,"Longview, WA",17-2112,Industrial Engineers,90.0,47.67,37.74,47.62,58.33,99150.0
2233,2022,31020,"Longview, WA",17-2141,Mechanical Engineers,68.0,43.69,37.61,41.09,47.9,90870.0
2234,2022,31020,"Longview, WA",17-2199,"Engineers, All Other",14.0,50.46,36.55,49.31,60.41,104950.0
2235,2022,31020,"Longview, WA",17-3011,Architectural and Civil Drafters,16.0,29.36,22.93,23.21,36.61,61060.0
2236,2022,31020,"Longview, WA",17-3013,Mechanical Drafters,23.0,26.26,23.04,26.81,29.32,54610.0
2237,2022,31020,"Longview, WA",17-3022,Civil Engineering Technologists and Technicians,24.0,30.92,29.18,29.87,34.97,64310.0
2238,2022,31020,"Longview, WA",17-3023,Electrical and Electronic Engineering Technologists and Technicians,11.0,40.46,37.98,37.98,48.17,84160.0
2239,2022,31020,"Longview, WA",19-1023,Zoologists and Wildlife Biologists,15.0,40.58,30.16,36.73,50.73,84400.0
2240,2022,31020,"Longview, WA",19-1031,Conservation Scientists,23.0,34.15,24.72,34.97,38.6,71030.0
2241,2022,31020,"Longview, WA",19-1032,Foresters,33.0,38.38,33.3,35.81,39.01,79820.0
2242,2022,31020,"Longview, WA",19-2031,Chemists,35.0,33.0,27.01,29.11,36.89,68640.0
2243,2022,31020,"Longview, WA",19-2041,"Environmental Scientists and Specialists, Including Health",30.0,36.22,28.83,33.92,39.78,75330.0
2244,2022,31020,"Longview, WA",19-3034,School Psychologists,16.0,41.25,36.89,39.83,48.61,85800.0
2245,2022,31020,"Longview, WA",19-3051,Urban and Regional Planners,15.0,35.5,31.56,31.56,40.0,73840.0
2246,2022,31020,"Longview, WA",19-4021,Biological Technicians,19.0,21.29,18.13,21.35,24.65,44270.0
2247,2022,31020,"Longview, WA",19-4031,Chemical Technicians,16.0,20.87,17.12,19.87,22.33,43420.0
2248,2022,31020,"Longview, WA",19-5011,Occupational Health and Safety Specialists,47.0,41.93,34.11,37.87,47.13,87220.0
2249,2022,31020,"Longview, WA",21-1012,"Educational, Guidance, and Career Counselors and Advisors",74.0,36.65,28.87,37.41,46.29,76230.0
2250,2022,31020,"Longview, WA",21-1015,Rehabilitation Counselors,37.0,26.8,21.17,28.69,30.16,55750.0
2251,2022,31020,"Longview, WA",21-1018,"Substance abuse, behavioral disorder, and mental health counselors",221.0,27.73,21.1,27.24,30.26,57680.0
2252,2022,31020,"Longview, WA",21-1021,"Child, Family, and School Social Workers",138.0,28.42,22.75,28.99,33.3,59110.0
2253,2022,31020,"Longview, WA",21-1022,Healthcare Social Workers,56.0,30.31,23.67,29.97,34.99,63050.0
2254,2022,31020,"Longview, WA",21-1023,Mental Health and Substance Abuse Social Workers,38.0,,,,,
2255,2022,31020,"Longview, WA",21-1092,Probation Officers and Correctional Treatment Specialists,48.0,32.59,29.83,32.1,35.43,67790.0
2256,2022,31020,"Longview, WA",21-1093,Social and Human Service Assistants,95.0,21.81,17.43,22.04,26.69,45360.0
2257,2022,31020,"Longview, WA",21-1094,Community Health Workers,50.0,21.84,14.93,18.81,26.42,45420.0
2258,2022,31020,"Longview, WA",21-1099,"Community and Social Service Specialists, All Other",45.0,24.21,14.99,22.61,28.62,50350.0
2259,2022,31020,"Longview, WA",23-1011,Lawyers,53.0,52.22,39.55,50.27,63.96,108620.0
2260,2022,31020,"Longview, WA",23-1023,"Judges, Magistrate Judges, and Magistrates",14.0,62.26,47.99,50.27,54.84,129500.0
2261,2022,31020,"Longview, WA",23-2011,Paralegals and Legal Assistants,31.0,26.92,22.23,23.08,29.32,55990.0
2262,2022,31020,"Longview, WA",23-2093,"Title Examiners, Abstractors, and Searchers",19.0,23.92,17.67,22.43,28.36,49760.0
2263,2022,31020,"Longview, WA",25-1194,"Career/Technical Education Teachers, Postsecondary",84.0,29.56,21.42,29.33,36.69,61480.0
2264,2022,31020,"Longview, WA",25-2011,"Preschool Teachers, Except Special Education",121.0,18.58,14.11,17.49,23.0,38640.0
2265,2022,31020,"Longview, WA",25-2012,"Kindergarten Teachers, Except Special Education",90.0,,,,,75170.0
2266,2022,31020,"Longview, WA",25-2021,"Elementary School Teachers, Except Special Education",452.0,,,,,76950.0
2267,2022,31020,"Longview, WA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",133.0,,,,,80040.0
2268,2022,31020,"Longview, WA",25-2023,"Career/Technical Education Teachers, Middle School",10.0,,,,,83300.0
